filename,width,height,class,xmin,ymin,xmax,ymax
3039_color.png,960,540,nine,352,245,427,344
3039_color.png,960,540,nine,480,247,558,340
1959_color.png,960,540,six,335,235,397,339
1959_color.png,960,540,six,533,239,591,335
270_color.png,960,540,one,375,251,429,342
270_color.png,960,540,one,488,251,543,340
2266_color.png,960,540,seven,349,242,415,340
2266_color.png,960,540,seven,505,241,570,337
2970_color.png,960,540,nine,352,264,417,349
2970_color.png,960,540,nine,497,260,564,345
4298_color.png,960,540,horiz,640,338,732,406
4298_color.png,960,540,horiz,392,337,483,421
4464_color.png,960,540,horiz,425,357,507,414
4464_color.png,960,540,horiz,278,347,354,399
1112_color.png,960,540,three,344,268,407,343
1112_color.png,960,540,three,517,266,577,340
1092_color.png,960,540,three,364,269,428,346
1092_color.png,960,540,three,497,264,555,339
567_color.png,960,540,two,361,243,415,339
567_color.png,960,540,two,497,233,549,329
217_color.png,960,540,one,355,247,412,347
217_color.png,960,540,one,499,250,557,347
2054_color.png,960,540,six,370,262,414,338
2054_color.png,960,540,six,518,262,556,336
4163_color.png,960,540,span,305,276,382,332
4163_color.png,960,540,span,542,278,610,334
693_color.png,960,540,two,335,255,386,336
693_color.png,960,540,two,551,259,598,342
4000_color.png,960,540,span,337,255,423,326
4000_color.png,960,540,span,513,253,593,325
4754_color.png,960,540,punch,290,233,369,311
4754_color.png,960,540,punch,532,235,603,309
1509_color.png,960,540,four,251,262,307,340
1509_color.png,960,540,four,629,272,683,343
1983_color.png,960,540,six,336,238,397,341
1983_color.png,960,540,six,530,233,586,333
2612_color.png,960,540,eight,341,273,400,353
2612_color.png,960,540,eight,534,273,588,352
526_color.png,960,540,two,375,261,420,349
526_color.png,960,540,two,500,259,548,342
4037_color.png,960,540,span,309,238,415,316
4037_color.png,960,540,span,497,234,597,308
1032_color.png,960,540,three,377,264,444,345
1032_color.png,960,540,three,477,263,539,342
1768_color.png,960,540,five,287,257,361,336
1768_color.png,960,540,five,577,262,642,337
281_color.png,960,540,one,381,250,431,339
281_color.png,960,540,one,493,250,545,334
1723_color.png,960,540,five,342,261,421,340
1723_color.png,960,540,five,500,257,571,343
2736_color.png,960,540,eight,350,257,416,340
2736_color.png,960,540,eight,503,266,566,347
2040_color.png,960,540,six,378,262,422,338
2040_color.png,960,540,six,512,260,550,335
4463_color.png,960,540,horiz,425,357,507,414
4463_color.png,960,540,horiz,278,347,354,399
815_color.png,960,540,two,366,266,413,349
815_color.png,960,540,two,518,261,559,347
4440_color.png,960,540,horiz,426,352,507,417
4440_color.png,960,540,horiz,274,340,354,402
1640_color.png,960,540,five,331,243,419,342
1640_color.png,960,540,five,514,242,594,337
4450_color.png,960,540,horiz,426,348,507,417
4450_color.png,960,540,horiz,276,340,354,402
4764_color.png,960,540,punch,289,233,369,313
4764_color.png,960,540,punch,536,233,609,307
2738_color.png,960,540,eight,351,261,416,340
2738_color.png,960,540,eight,505,264,567,347
1697_color.png,960,540,five,316,239,413,342
1697_color.png,960,540,five,505,242,588,343
4380_color.png,960,540,horiz,626,333,703,397
4380_color.png,960,540,horiz,447,345,533,418
1018_color.png,960,540,three,366,259,434,345
1018_color.png,960,540,three,477,255,542,337
457_color.png,960,540,one,314,262,362,346
457_color.png,960,540,one,570,264,616,346
2895_color.png,960,540,eight,351,278,416,355
2895_color.png,960,540,eight,518,279,578,355
2796_color.png,960,540,eight,285,257,345,334
2796_color.png,960,540,eight,603,265,657,344
1022_color.png,960,540,three,370,262,438,344
1022_color.png,960,540,three,479,259,543,339
2725_color.png,960,540,eight,338,241,410,329
2725_color.png,960,540,eight,500,248,566,333
2267_color.png,960,540,seven,349,241,416,341
2267_color.png,960,540,seven,506,243,571,338
4471_color.png,960,540,horiz,424,359,507,414
4471_color.png,960,540,horiz,276,347,355,399
1589_color.png,960,540,four,357,266,413,343
1589_color.png,960,540,four,503,263,555,338
2035_color.png,960,540,six,376,259,420,336
2035_color.png,960,540,six,509,260,548,335
4581_color.png,960,540,horiz,429,334,519,410
4581_color.png,960,540,horiz,241,340,328,406
1495_color.png,960,540,four,294,260,350,336
1495_color.png,960,540,four,575,263,632,339
2710_color.png,960,540,eight,327,229,400,326
2710_color.png,960,540,eight,517,227,584,322
4886_color.png,960,540,punch,338,247,405,314
4886_color.png,960,540,punch,504,248,565,311
1231_color.png,960,540,three,327,282,389,356
1231_color.png,960,540,three,544,283,600,355
4303_color.png,960,540,horiz,633,338,727,404
4303_color.png,960,540,horiz,396,337,485,419
4162_color.png,960,540,span,302,276,377,332
4162_color.png,960,540,span,546,278,615,333
2728_color.png,960,540,eight,343,247,412,333
2728_color.png,960,540,eight,499,255,564,336
1352_color.png,960,540,four,329,238,399,338
1352_color.png,960,540,four,522,237,593,336
1632_color.png,960,540,five,336,253,422,342
1632_color.png,960,540,five,501,249,576,336
4064_color.png,960,540,span,342,249,430,318
4064_color.png,960,540,span,501,251,586,315
1565_color.png,960,540,four,298,268,358,347
1565_color.png,960,540,four,564,268,619,343
921_color.png,960,540,three,370,248,441,339
921_color.png,960,540,three,463,247,537,336
2795_color.png,960,540,eight,287,258,347,335
2795_color.png,960,540,eight,599,265,654,344
2334_color.png,960,540,seven,351,252,413,343
2334_color.png,960,540,seven,501,246,563,334
1765_color.png,960,540,five,294,257,367,336
1765_color.png,960,540,five,567,261,631,338
959_color.png,960,540,three,351,228,431,330
959_color.png,960,540,three,464,237,546,329
2979_color.png,960,540,nine,351,254,420,345
2979_color.png,960,540,nine,493,252,564,345
2295_color.png,960,540,seven,332,239,400,342
2295_color.png,960,540,seven,517,236,585,335
3104_color.png,960,540,nine,364,263,429,338
3104_color.png,960,540,nine,494,264,558,339
227_color.png,960,540,one,358,247,414,342
227_color.png,960,540,one,505,254,562,345
2329_color.png,960,540,seven,349,249,415,346
2329_color.png,960,540,seven,500,245,564,337
162_color.png,960,540,one,369,250,416,337
162_color.png,960,540,one,500,247,548,332
1698_color.png,960,540,five,319,240,413,342
1698_color.png,960,540,five,504,242,586,342
4386_color.png,960,540,horiz,618,338,698,401
4386_color.png,960,540,horiz,434,345,520,418
3124_color.png,960,540,nine,314,260,374,340
3124_color.png,960,540,nine,557,259,615,339
4323_color.png,960,540,horiz,597,338,683,400
4323_color.png,960,540,horiz,416,336,505,411
4899_color.png,960,540,punch,343,252,408,317
