filename,width,height,class,xmin,ymin,xmax,ymax
028_color.png,960,540,five,352,234,425,337
028_color.png,960,540,five,552,245,631,362
029_color.png,960,540,five,344,231,419,339
029_color.png,960,540,five,549,243,627,364
030_color.png,960,540,five,337,230,417,340
030_color.png,960,540,five,546,240,627,362
031_color.png,960,540,five,329,230,410,340
031_color.png,960,540,five,545,242,624,362
032_color.png,960,540,five,324,231,407,343
032_color.png,960,540,five,538,239,621,361
033_color.png,960,540,five,319,229,403,340
033_color.png,960,540,five,534,239,620,359
046_color.png,960,540,five,310,237,393,344
046_color.png,960,540,five,528,233,614,356
047_color.png,960,540,five,309,236,392,345
047_color.png,960,540,five,525,234,614,355
048_color.png,960,540,five,310,237,393,345
048_color.png,960,540,five,529,235,616,355
049_color.png,960,540,five,310,235,394,343
049_color.png,960,540,five,533,235,616,357
050_color.png,960,540,five,311,236,394,342
050_color.png,960,540,five,530,235,616,358
063_color.png,960,540,five,318,236,404,346
063_color.png,960,540,five,516,228,608,354
064_color.png,960,540,five,319,233,403,345
064_color.png,960,540,five,515,228,605,352
065_color.png,960,540,five,319,234,405,349
065_color.png,960,540,five,515,227,605,349
066_color.png,960,540,five,317,231,407,345
066_color.png,960,540,five,515,225,608,347
067_color.png,960,540,five,320,230,407,339
067_color.png,960,540,five,518,224,607,350
068_color.png,960,540,five,321,231,407,339
068_color.png,960,540,five,518,227,608,349
069_color.png,960,540,five,320,229,407,339
069_color.png,960,540,five,519,226,608,352
070_color.png,960,540,five,321,230,407,336
070_color.png,960,540,five,521,224,609,349
071_color.png,960,540,five,320,230,407,336
071_color.png,960,540,five,521,225,609,346
072_color.png,960,540,five,320,230,406,336
072_color.png,960,540,five,521,228,610,351
073_color.png,960,540,five,320,232,406,338
073_color.png,960,540,five,521,226,610,354
074_color.png,960,540,five,320,230,407,339
074_color.png,960,540,five,520,226,608,352
075_color.png,960,540,five,318,233,407,347
075_color.png,960,540,five,517,226,608,353
076_color.png,960,540,five,318,232,407,345
076_color.png,960,540,five,516,227,608,353
077_color.png,960,540,five,317,234,407,346
077_color.png,960,540,five,514,228,606,352
078_color.png,960,540,five,316,231,409,348
078_color.png,960,540,five,515,229,606,353
081_color.png,960,540,five,317,232,409,349
081_color.png,960,540,five,506,225,604,352
082_color.png,960,540,five,315,232,409,349
082_color.png,960,540,five,509,222,603,352
083_color.png,960,540,five,316,230,409,350
083_color.png,960,540,five,506,220,603,355
089_color.png,960,540,five,310,219,410,348
089_color.png,960,540,five,502,214,603,349
090_color.png,960,540,five,308,219,410,345
090_color.png,960,540,five,502,215,603,346
091_color.png,960,540,five,307,218,411,351
091_color.png,960,540,five,498,213,602,349
092_color.png,960,540,five,306,218,412,348
092_color.png,960,540,five,498,213,602,349
093_color.png,960,540,five,307,219,413,352
093_color.png,960,540,five,497,209,599,349
094_color.png,960,540,five,306,218,413,350
094_color.png,960,540,five,497,212,600,351
095_color.png,960,540,five,304,215,412,347
095_color.png,960,540,five,493,210,601,349
096_color.png,960,540,five,304,215,413,350
096_color.png,960,540,five,493,211,601,352
097_color.png,960,540,five,306,216,416,352
097_color.png,960,540,five,493,211,601,352
098_color.png,960,540,five,305,213,415,349
098_color.png,960,540,five,494,211,601,355
103_color.png,960,540,five,306,207,416,347
103_color.png,960,540,five,489,209,598,356
104_color.png,960,540,five,306,205,413,348
104_color.png,960,540,five,488,206,599,351
105_color.png,960,540,five,303,205,415,352
105_color.png,960,540,five,491,205,596,353
106_color.png,960,540,five,304,203,414,343
106_color.png,960,540,five,484,201,599,352
107_color.png,960,540,five,300,203,417,344
107_color.png,960,540,five,488,202,598,350
108_color.png,960,540,five,299,203,413,343
108_color.png,960,540,five,484,201,596,346
129_color.png,960,540,five,312,214,418,346
129_color.png,960,540,five,500,215,602,355
130_color.png,960,540,five,313,216,415,347
130_color.png,960,540,five,503,217,604,355
131_color.png,960,540,five,316,220,418,352
131_color.png,960,540,five,503,219,602,355
132_color.png,960,540,five,317,220,417,351
132_color.png,960,540,five,503,219,605,355
133_color.png,960,540,five,317,221,416,349
133_color.png,960,540,five,504,222,605,354
134_color.png,960,540,five,316,223,418,349
134_color.png,960,540,five,504,221,606,357
135_color.png,960,540,five,315,225,417,357
135_color.png,960,540,five,503,226,605,359
136_color.png,960,540,five,316,228,416,354
136_color.png,960,540,five,504,227,603,357
137_color.png,960,540,five,314,232,417,358
137_color.png,960,540,five,504,231,603,359
138_color.png,960,540,five,314,232,418,359
138_color.png,960,540,five,503,232,602,361
139_color.png,960,540,five,317,233,417,361
139_color.png,960,540,five,506,231,603,362
140_color.png,960,540,five,318,235,414,357
140_color.png,960,540,five,502,237,602,366
141_color.png,960,540,five,319,239,415,362
141_color.png,960,540,five,506,238,602,365
142_color.png,960,540,five,321,237,416,361
142_color.png,960,540,five,506,241,604,369
143_color.png,960,540,five,321,239,413,365
143_color.png,960,540,five,507,244,605,370
144_color.png,960,540,five,320,240,415,363
144_color.png,960,540,five,510,245,604,374
145_color.png,960,540,five,322,242,413,364
145_color.png,960,540,five,511,252,603,373
146_color.png,960,540,five,323,243,413,364
146_color.png,960,540,five,510,250,604,377
147_color.png,960,540,five,322,243,413,361
147_color.png,960,540,five,512,255,603,376
148_color.png,960,540,five,321,244,413,359
148_color.png,960,540,five,514,256,605,381
149_color.png,960,540,five,320,244,414,363
149_color.png,960,540,five,516,261,606,381
150_color.png,960,540,five,323,245,414,361
150_color.png,960,540,five,518,260,606,383
151_color.png,960,540,five,326,245,413,361
151_color.png,960,540,five,518,263,605,379
152_color.png,960,540,five,325,246,415,359
152_color.png,960,540,five,517,263,606,379
153_color.png,960,540,five,326,247,414,357
153_color.png,960,540,five,518,262,607,378
154_color.png,960,540,five,327,246,415,356
154_color.png,960,540,five,519,263,610,379
155_color.png,960,540,five,326,246,415,357
